Category	level	distribution_channel	period	dt	manufacturer	brand	BBSKU	NAMESKU	ean	segment	format	tar_rmce	vol	val	rcnt	qty	shvol	shval	shrcnt	shqty	dntot	dn	dnvol	dnval	dwqty	dwvaltot	shsvol	shsval	avp	avpjm	avtvol	avtval	avtqty	avsvol	avsval	avsrcnt	avsqty	avgsku
political	1	Retail	5	04/09/2025	Stone-Rodriguez	apply	BB3131	argue	943181439668	increase	blood	0.55	275.73	786.03	96	352	42.9	4.95	43	291	1239.52	64.6	488.65	362.59	146	435.5	23.82	62.21	57.49	27.41	557.09	842.36	78	3.27	58.83	98	113	176
discussion	4	Retail	9	04/10/2025	Holloway, Holt and Simpson	Congress	BB3549	field	128974325124	culture	go	0.02	168.79	575.53	79	499	27.7	49.14	7	127	4381.53	118.28	235.16	91.16	89	918.45	28.67	1.31	67.44	44.08	862.29	851.09	229	22.13	10.94	11	210	730
we	4	Online	3	04/07/2025	Thomas-Smith	matter	BB6502	everything	1209579073715	answer	tell	0.85	753.19	32.8	98	140	21.31	67.66	28	405	4500.59	177.72	20.15	258.7	199	839.84	61.05	37.92	70.64	60.49	701.94	383.89	404	41.0	22.57	46	208	281
adult	2	Wholesale	5	04/11/2025	Frazier, Roberts and Perez	most	BB2211	fly	5775847457052	fish	see	0.38	878.95	961.05	88	479	56.77	64.9	5	232	3852.28	20.72	290.11	186.17	11	496.05	72.69	91.01	9.86	26.24	236.27	372.93	134	48.37	17.69	75	331	530
goal	5	Wholesale	4	04/07/2025	Hampton, Vincent and Barrera	pick	BB7148	should	263257039654	design	size	0.98	370.93	763.1	12	363	91.67	10.15	45	284	1200.26	48.84	466.68	232.02	151	150.22	44.15	87.23	19.42	41.54	174.96	76.11	447	10.13	6.16	84	401	804
behind	2	Online	9	04/11/2025	Knapp Group	purpose	BB1487	under	8245569644308	particularly	nature	0.94	895.97	243.88	26	309	71.54	7.67	7	138	4269.16	97.58	70.83	236.64	390	375.24	18.71	53.83	19.49	78.9	332.22	180.08	140	51.81	3.05	65	459	59
science	4	Retail	3	04/08/2025	Flowers-Martinez	stuff	BB7954	break	727284982470	fight	attention	0.47	848.07	249.51	78	428	37.35	78.53	30	126	2819.78	358.0	359.58	89.42	311	756.97	7.64	38.37	1.06	46.62	800.85	680.75	203	55.48	72.9	68	239	986
successful	5	Online	10	04/08/2025	Smith-Williams	fear	BB9107	follow	650042548826	before	sell	0.72	751.85	754.11	68	480	41.36	50.81	32	65	4219.35	111.38	303.9	190.08	153	124.38	90.51	38.87	30.65	3.36	492.35	752.81	111	44.12	64.21	19	231	886
experience	5	Wholesale	3	04/09/2025	Ferrell and Sons	lay	BB9143	almost	7536661449429	organization	least	0.4	150.89	901.5	57	130	49.19	47.17	30	191	4529.53	237.02	213.74	35.16	486	154.08	64.36	11.03	38.03	35.7	910.3	888.18	447	43.9	60.23	46	421	525
respond	5	Online	1	04/07/2025	Brock-Taylor	special	BB3426	once	3441497826617	certainly	new	0.07	338.14	317.24	65	85	2.09	11.03	48	365	3246.36	39.34	259.66	319.03	191	33.9	40.94	80.05	46.57	62.56	292.08	60.41	265	58.98	88.47	98	250	444
letter	5	Retail	11	04/08/2025	Edwards, Donovan and Marquez	management	BB5676	item	7080612943981	hour	care	0.73	570.69	76.62	20	478	82.65	33.69	46	226	3925.8	321.25	80.54	383.43	101	102.26	39.01	40.05	5.15	30.99	954.02	202.55	292	20.17	80.15	20	219	561
pressure	5	Online	4	04/10/2025	Yoder, Rich and Brown	through	BB6260	maintain	8701041591497	meet	rock	0.99	171.76	47.09	94	248	78.91	22.69	11	474	3690.45	65.98	338.01	407.73	176	620.63	97.97	85.21	95.61	26.55	562.98	890.28	417	74.47	63.52	42	270	160
glass	5	Wholesale	11	04/10/2025	Martinez PLC	represent	BB8038	charge	8723244079312	audience	a	0.81	780.51	252.84	3	223	48.86	33.49	33	154	2995.5	364.9	208.31	476.53	154	803.66	26.51	82.58	55.95	84.6	226.76	956.62	238	90.61	92.68	90	278	518
claim	3	Online	12	04/07/2025	Hobbs, Meyer and Wright	body	BB7087	include	146723849790	candidate	lay	0.42	337.9	90.32	21	320	48.64	92.91	5	397	2255.83	445.76	223.46	409.38	79	420.08	97.86	34.04	37.67	31.49	491.65	997.82	476	95.87	59.25	52	221	870
child	2	Online	4	04/10/2025	Smith, Thomas and Garner	effect	BB2883	maybe	7441975466171	keep	teach	0.8	342.75	602.0	76	193	85.47	10.97	6	408	3949.72	83.52	219.99	449.32	479	970.36	81.0	65.15	99.19	1.21	185.8	142.15	432	37.31	68.88	90	183	683
large	5	Retail	1	04/11/2025	Johnson Group	camera	BB9609	floor	970527740256	month	total	0.89	336.84	48.55	75	43	98.83	61.82	13	405	1679.74	201.52	496.81	62.69	304	298.51	83.85	8.1	61.66	14.72	467.71	853.87	81	64.7	70.29	13	255	622
traditional	2	Wholesale	5	04/08/2025	Clark, Orr and Warren	must	BB1225	reality	9572446176799	reason	couple	0.39	345.27	171.18	61	415	45.8	95.22	20	151	3613.96	409.17	214.81	465.94	407	984.75	31.62	33.33	24.83	15.72	163.67	88.66	301	87.64	15.62	58	65	153
parent	1	Online	6	04/11/2025	Pennington, Rowe and Fox	carry	BB5995	pattern	9610023117756	soon	each	0.58	721.45	440.98	16	477	64.79	94.32	36	374	3350.68	469.34	112.79	241.88	18	370.57	39.69	35.16	5.84	84.27	805.59	395.66	417	50.26	66.17	51	402	727
sport	3	Online	3	04/11/2025	Flynn, Garcia and Gilmore	should	BB6610	population	4101759025170	huge	cell	0.75	710.31	661.82	97	291	86.95	19.21	11	489	2002.4	55.68	439.01	173.93	22	885.38	24.76	60.79	95.75	90.82	723.58	423.69	395	1.91	36.71	44	410	630
public	3	Online	1	04/07/2025	Hawkins, Gonzalez and Henry	respond	BB4332	leader	8319013020564	out	office	0.48	826.08	506.07	28	76	33.92	66.21	48	381	3019.92	270.13	445.9	496.88	314	927.31	20.47	77.2	73.4	4.9	964.5	595.07	149	54.34	75.82	6	146	341
treatment	1	Online	10	04/11/2025	Peterson Ltd	show	BB8733	own	7855982176617	outside	bar	0.47	879.45	929.76	78	293	23.86	32.2	38	115	2797.09	157.14	329.51	28.97	118	671.75	58.38	40.09	1.42	23.69	229.58	823.29	123	40.3	43.57	10	411	823
care	3	Wholesale	9	04/07/2025	Evans, Wilson and Hall	plant	BB8503	term	4465124189387	work	popular	0.02	869.86	735.42	99	328	79.01	77.12	43	27	2986.54	294.29	271.7	280.66	400	124.71	24.25	98.94	56.51	33.53	549.61	208.25	351	43.52	33.55	32	485	492
month	1	Retail	3	04/08/2025	Ross-Brown	save	BB1974	read	56435023855	window	sometimes	0.17	299.39	264.52	21	464	43.22	73.19	24	50	4060.37	151.5	498.96	348.86	328	77.9	98.3	87.45	85.45	1.33	247.16	780.88	407	76.09	27.74	23	59	784
record	4	Online	2	04/08/2025	Young Inc	support	BB9905	avoid	6991872401078	movement	down	0.77	781.74	470.64	16	247	67.13	28.55	6	183	4156.0	183.09	200.06	102.76	484	257.77	2.8	91.47	80.63	79.54	95.56	72.8	75	34.87	52.69	89	274	199
rate	4	Wholesale	6	04/07/2025	Reynolds-Turner	to	BB3000	staff	3896087066261	science	late	0.34	395.39	759.19	14	414	51.73	81.37	14	86	1760.57	322.37	389.0	376.39	35	976.38	74.72	83.62	93.45	78.3	561.88	463.27	165	64.61	20.71	6	19	464
often	2	Retail	10	04/11/2025	Wilson Inc	watch	BB9553	gun	6033190368906	suffer	administration	0.02	667.93	378.81	44	213	75.22	1.74	21	442	2853.93	75.7	57.03	265.05	393	125.33	14.44	49.94	99.62	72.86	347.3	628.7	17	78.83	64.17	32	160	550
TV	4	Online	1	04/11/2025	Wright, Brown and Brown	leg	BB2405	hard	9342967111483	describe	miss	0.05	307.2	964.44	18	357	26.57	38.58	10	144	2359.76	211.89	46.45	270.17	39	503.3	74.12	41.28	3.59	29.23	192.93	102.15	71	93.21	60.69	13	186	117
season	1	Online	6	04/11/2025	Li, Hurst and Trevino	life	BB4584	trouble	3845881056978	far	bar	0.89	190.79	220.19	11	119	5.86	31.84	49	282	4019.36	457.36	49.03	359.28	479	581.59	69.36	30.42	55.68	30.46	896.37	754.78	21	31.88	87.92	12	337	342
Democrat	3	Wholesale	1	04/08/2025	Skinner PLC	during	BB4831	hotel	2037710704490	if	first	0.07	949.49	592.42	14	457	48.22	47.45	24	208	3167.86	139.5	299.52	284.98	407	255.1	34.07	19.33	91.9	70.37	112.84	814.13	241	22.62	71.11	22	378	981
their	5	Retail	7	04/09/2025	Brown PLC	if	BB7066	life	336268040855	write	agree	0.68	876.32	580.92	94	398	84.34	49.77	16	31	2718.89	310.5	200.34	414.26	150	350.83	41.05	59.49	91.16	29.48	256.54	857.58	64	70.98	26.24	78	255	2
where	1	Online	10	04/09/2025	Webster, Rogers and Clayton	everybody	BB9305	she	9660186487692	serve	out	0.75	694.39	580.85	83	298	12.88	67.43	9	365	1160.82	499.09	374.99	368.31	351	400.77	96.56	28.38	12.15	1.28	218.1	119.67	357	2.36	11.59	27	229	148
specific	2	Wholesale	11	04/07/2025	Green, Horne and Mcdonald	window	BB3204	successful	4138459609454	exist	receive	0.87	331.86	417.02	85	266	68.35	44.9	13	440	3540.21	111.32	183.06	436.28	440	947.3	25.03	49.4	28.12	5.84	13.03	468.95	32	78.36	83.54	96	235	537
enough	3	Retail	7	04/08/2025	Patrick, Franklin and Martinez	outside	BB5427	maintain	707057836094	wrong	base	0.88	149.29	286.53	55	394	2.36	78.78	34	34	3345.94	180.44	325.68	230.18	353	865.21	84.11	96.39	27.69	48.55	443.75	142.15	400	24.21	49.1	29	486	565
factor	5	Wholesale	3	04/08/2025	Arnold, Ashley and Alexander	evening	BB4472	dream	2290310287958	analysis	on	0.27	377.13	262.26	13	140	86.34	52.13	20	383	2614.86	40.85	479.01	62.49	461	289.99	81.16	76.02	67.18	56.04	617.46	801.0	272	92.26	63.12	68	2	153
series	1	Online	12	04/08/2025	Brown Ltd	event	BB4058	serious	935118718137	Democrat	gas	0.42	347.88	486.21	24	56	73.53	72.37	28	129	3784.11	143.25	107.74	206.96	432	961.05	56.96	36.33	38.61	62.84	891.35	331.47	440	34.28	47.67	31	273	342
own	4	Retail	7	04/08/2025	Calderon-Becker	away	BB6420	general	9556574902505	fill	wonder	0.02	85.51	569.51	18	119	41.66	5.34	30	212	3139.92	371.92	60.28	494.99	281	446.87	14.44	74.06	22.63	10.59	263.89	919.02	210	12.91	28.76	76	456	461
citizen	2	Retail	6	04/09/2025	Johnson, Lynch and Morton	much	BB8953	human	9026113989866	nothing	significant	0.61	102.58	257.81	77	275	74.9	93.89	16	23	2904.05	145.77	91.85	381.09	374	16.29	84.36	81.89	22.42	41.77	337.44	97.82	299	23.7	57.99	1	219	714
campaign	3	Online	8	04/09/2025	Yates, Lawson and Hopkins	nature	BB7543	think	9435353751377	significant	up	0.7	36.63	106.54	81	293	3.11	28.25	12	422	1627.82	371.36	368.9	105.97	108	205.67	30.2	7.07	45.5	62.25	41.18	728.49	371	21.21	63.09	98	154	855
it	4	Retail	12	04/09/2025	Miller-Castro	ball	BB5793	list	6392836929445	growth	former	0.83	167.48	384.31	22	192	4.48	18.33	27	56	1339.31	87.19	45.87	213.38	223	236.96	81.45	27.35	52.51	55.94	680.37	950.47	478	59.58	96.23	75	169	908
buy	4	Retail	10	04/07/2025	Ortiz PLC	choose	BB9732	under	7021648712066	agent	road	0.66	223.43	454.57	23	313	83.83	45.06	21	134	3425.13	463.84	401.17	419.46	101	411.76	38.18	54.01	92.8	87.6	124.19	697.57	462	6.33	73.96	69	487	878
compare	1	Wholesale	8	04/11/2025	Anderson PLC	why	BB6652	interest	8341559991015	single	wife	0.91	584.86	740.24	18	28	52.28	54.36	15	410	1505.71	454.92	259.12	307.38	453	83.43	54.36	9.27	52.98	10.26	268.53	553.42	424	18.65	43.34	27	72	823
hear	2	Wholesale	11	04/09/2025	Lozano-Mccoy	sit	BB6472	similar	2981209957655	leg	control	0.52	628.59	80.72	93	325	55.13	74.04	21	236	1658.54	145.39	425.14	24.68	392	21.41	3.7	66.82	3.4	81.15	40.04	329.27	388	74.48	64.07	11	43	705
movie	2	Online	2	04/09/2025	Chapman, Duffy and Davis	finish	BB7509	national	8986456522032	law	natural	0.78	543.64	377.82	81	384	96.9	3.56	10	181	2251.38	339.37	399.4	256.97	149	755.0	26.82	9.42	81.46	60.43	580.62	482.01	252	52.7	77.03	20	90	845
fall	3	Wholesale	10	04/07/2025	Hobbs, Edwards and Reed	company	BB1447	leg	3244913421386	this	movie	0.31	474.19	512.07	60	14	5.37	5.84	43	134	4543.17	195.17	321.97	53.46	371	520.73	53.47	41.11	56.74	24.34	157.78	276.72	117	99.08	37.59	7	188	318
somebody	2	Wholesale	7	04/08/2025	Johnson Inc	vote	BB8830	middle	534967827412	sense	seat	0.55	48.98	475.07	53	107	24.8	60.61	40	286	2840.09	183.99	499.38	388.46	399	639.88	93.92	92.54	19.29	7.39	275.13	56.52	63	86.66	26.03	68	64	912
wide	5	Wholesale	12	04/07/2025	Wallace Group	minute	BB4124	sign	1513152854784	remember	standard	0.26	735.95	962.53	83	91	55.2	47.89	16	265	1775.42	361.91	101.97	327.39	205	275.12	16.33	7.49	69.97	62.29	302.2	179.16	293	64.87	67.03	40	209	305
back	2	Retail	4	04/11/2025	Watts, Mcclain and Johnson	black	BB8538	recent	32963347274	teach	culture	0.76	139.21	725.03	68	221	22.17	31.65	50	129	1328.67	437.99	412.8	152.9	324	395.98	36.11	75.28	76.01	86.76	51.9	409.25	118	72.39	37.54	70	350	192
similar	3	Retail	12	04/09/2025	Campbell-Gonzalez	type	BB1830	leader	1789320649692	easy	pull	0.67	475.13	314.65	36	442	29.77	58.0	34	259	4665.1	21.02	120.67	63.39	124	560.53	50.6	18.67	98.25	33.82	972.75	471.03	426	70.02	67.69	44	20	297
happy	1	Online	4	04/08/2025	Moreno-Best	understand	BB4347	might	6958741314679	gas	end	0.92	216.85	767.4	46	100	83.02	26.51	21	453	3835.51	203.41	118.72	79.29	53	99.16	71.42	46.02	47.18	87.98	132.54	57.85	500	20.66	59.74	81	348	203
recognize	4	Retail	3	04/08/2025	Wilson-Marshall	from	BB1562	staff	7796304483603	or	sport	0.64	999.45	48.82	53	438	4.44	8.61	6	471	4000.17	383.06	253.37	481.23	200	104.35	96.11	85.98	78.11	72.31	529.23	18.3	467	19.3	82.21	4	301	110
future	3	Online	2	04/09/2025	Leonard-Jenkins	table	BB7664	while	473504763922	north	design	0.13	601.22	925.08	32	353	38.35	47.76	45	255	2055.55	148.99	489.71	68.65	372	908.86	91.75	88.35	68.33	39.78	613.65	352.33	454	6.74	31.81	10	414	127
state	5	Wholesale	10	04/11/2025	Rodriguez, Donaldson and Bishop	carry	BB9800	suffer	6155810835831	close	this	0.11	299.32	239.04	68	245	34.95	3.61	9	388	4987.73	105.41	409.32	87.26	111	610.5	51.08	8.28	45.68	34.18	424.09	101.3	479	4.61	74.86	94	151	134
north	5	Wholesale	7	04/10/2025	Heath-Perez	suddenly	BB2556	dinner	8300081867021	fear	fish	0.83	634.17	780.24	44	122	49.75	40.15	28	495	4162.93	32.72	349.91	67.09	66	432.25	84.81	93.95	94.44	87.61	64.83	886.09	185	39.67	88.57	12	419	893
agent	1	Online	3	04/11/2025	Welch Ltd	end	BB0416	reality	6241118600896	wide	civil	0.07	940.91	220.72	23	394	22.64	89.85	23	27	4269.59	259.45	99.87	290.3	249	630.11	49.04	76.54	64.77	15.12	218.75	529.25	136	29.75	96.35	15	124	312
beyond	5	Retail	9	04/07/2025	Chapman, Myers and Decker	town	BB4568	six	447314976469	better	doctor	0.78	349.18	245.05	86	468	55.48	89.48	9	209	1184.48	124.54	193.41	364.69	28	111.45	37.69	69.42	2.79	82.4	512.33	993.26	298	71.05	80.53	37	294	187
investment	1	Wholesale	8	04/09/2025	Ramirez, Mitchell and Warner	move	BB3607	should	6581739063756	me	order	0.58	173.95	758.66	91	294	62.75	62.97	50	320	3290.86	194.18	392.45	155.24	283	645.33	76.19	74.86	67.91	76.35	855.66	98.76	268	30.26	53.99	47	297	394
boy	5	Retail	3	04/08/2025	Collins, Thomas and Soto	because	BB1823	treatment	7931269789302	speak	minute	0.57	301.46	774.58	40	292	62.26	97.51	13	489	1700.49	103.28	100.63	392.36	420	230.8	78.27	77.85	43.56	56.83	961.02	64.22	319	70.27	99.01	61	80	408
entire	1	Online	7	04/10/2025	Collins-Morgan	city	BB0599	investment	438787535772	my	one	0.64	182.18	223.75	72	483	99.47	23.58	39	113	2303.11	334.65	454.85	328.59	461	950.56	14.71	89.81	75.94	83.76	981.13	829.73	460	35.12	41.34	85	61	146
town	5	Wholesale	7	04/09/2025	Haney, Miller and Garcia	scene	BB1620	color	8123710672878	challenge	smile	0.03	806.54	786.24	52	303	76.55	54.91	10	223	3643.67	55.81	279.8	290.73	177	412.86	8.21	83.09	2.48	48.71	431.69	675.29	352	88.35	76.88	68	161	586
two	3	Retail	5	04/10/2025	Barnes, Smith and Wilson	financial	BB4859	visit	5922483958942	marriage	maintain	0.78	404.68	157.46	76	408	77.54	85.13	18	321	4595.98	428.77	417.94	90.48	386	231.5	1.64	85.37	43.99	39.68	886.38	71.98	29	12.56	97.99	50	258	207
develop	1	Retail	11	04/07/2025	Ho-Cortez	together	BB2287	action	5622710433180	low	give	0.81	341.49	969.8	4	25	94.59	38.14	4	314	3593.14	49.25	318.63	45.85	378	328.18	45.86	77.59	86.43	52.66	873.12	949.93	329	41.7	15.22	94	189	226
between	3	Online	1	04/07/2025	Weber PLC	close	BB1583	hair	344694596488	number	put	0.44	602.85	396.83	8	366	94.35	88.66	47	207	4051.87	211.71	73.71	77.22	10	559.91	10.11	87.37	72.77	82.77	923.6	923.86	83	56.98	93.32	9	394	797
receive	3	Retail	7	04/10/2025	Jones and Sons	board	BB3424	organization	1289659994970	determine	concern	0.67	270.17	970.59	26	104	45.93	9.83	9	489	4725.55	185.36	466.0	109.28	469	961.4	11.76	54.92	8.84	2.05	851.05	900.12	85	68.13	8.78	21	1	389
able	1	Retail	7	04/07/2025	Hays Inc	woman	BB9222	may	510287675483	soon	buy	0.83	979.75	324.58	60	254	55.07	97.67	25	63	1761.55	229.27	446.79	277.14	158	271.95	5.87	96.16	86.59	32.98	149.44	401.63	262	5.26	81.93	56	142	292
effect	1	Retail	8	04/08/2025	Long, Schroeder and Mccarthy	hear	BB4858	bar	9324268774185	we	learn	0.68	833.68	404.38	69	56	92.84	90.6	48	405	2998.63	261.56	458.43	46.84	427	169.86	10.13	49.67	82.24	54.09	190.57	631.98	134	52.42	97.39	22	294	560
reach	3	Wholesale	8	04/08/2025	Thompson-Cline	top	BB7563	practice	8365203758304	peace	force	0.44	760.3	867.92	30	448	82.43	25.06	8	435	3061.2	276.32	498.0	210.13	174	236.62	75.28	96.02	3.27	78.78	592.73	721.99	220	40.88	92.78	16	233	490
get	1	Online	8	04/08/2025	Bartlett LLC	morning	BB0940	radio	4760440907975	military	consumer	0.9	523.09	809.53	2	187	76.69	38.24	10	44	3635.64	93.76	119.72	181.16	346	167.62	99.22	68.2	66.3	2.47	341.7	988.98	480	11.39	27.23	73	77	751
material	1	Wholesale	11	04/10/2025	Golden, Christensen and Aguirre	American	BB5092	season	2216107051847	tonight	daughter	0.07	574.91	334.12	51	497	46.22	59.82	3	286	3362.53	388.56	141.57	220.68	312	546.44	78.55	86.94	95.36	13.56	919.4	852.36	409	4.36	60.91	94	118	679
real	5	Online	12	04/10/2025	Mclaughlin, Cook and Powers	we	BB5295	name	660138241272	another	fact	0.72	258.26	969.37	83	67	30.52	60.95	48	313	3048.82	318.46	327.16	148.95	232	629.81	51.25	96.28	75.37	4.54	658.28	100.75	473	18.73	89.62	52	230	400
politics	4	Retail	9	04/10/2025	Barker Group	consumer	BB0448	have	1579197111213	cultural	friend	0.03	619.43	282.15	100	40	96.39	7.28	41	340	4893.43	252.5	270.78	198.39	77	858.45	57.88	44.21	50.23	84.71	838.67	138.19	265	58.1	49.9	96	20	810
perhaps	5	Online	11	04/10/2025	Sheppard, Wang and Kramer	director	BB5713	foot	3240642429563	draw	thing	0.0	647.11	685.52	31	189	6.14	27.66	2	340	4578.87	186.58	497.29	196.66	318	338.56	46.21	4.79	67.63	17.62	900.77	184.15	383	34.92	38.08	33	94	957
cup	5	Online	8	04/08/2025	Stephenson-Thompson	find	BB4741	might	5955872096284	outside	develop	0.39	148.95	828.2	79	151	19.38	25.42	9	350	3130.81	292.27	141.93	201.78	444	229.98	94.12	55.07	90.25	57.69	112.07	410.85	134	8.88	68.37	42	96	546
scientist	3	Wholesale	8	04/10/2025	Reed-Cochran	style	BB4358	ok	4183437401827	may	challenge	0.91	349.92	176.0	74	88	40.96	59.32	45	114	2373.3	307.89	346.35	60.09	441	991.51	50.94	56.43	39.73	37.21	952.11	494.74	135	95.67	95.01	72	167	17
manage	5	Online	8	04/09/2025	Morris, Elliott and Barrett	wear	BB0515	true	267551254270	office	cultural	0.82	231.96	202.22	81	320	12.88	67.87	33	423	3307.86	463.9	65.47	245.8	248	173.17	20.72	83.47	34.03	24.37	795.52	95.15	187	21.81	31.45	42	151	465
soldier	1	Online	6	04/10/2025	Gonzales PLC	loss	BB9966	material	3459576403819	know	last	0.11	731.64	372.45	28	419	42.53	73.06	34	50	1952.6	218.86	427.26	32.44	492	624.56	95.32	15.82	86.56	80.44	290.64	772.06	45	4.48	36.03	59	197	631
staff	5	Retail	12	04/11/2025	Finley-Morales	air	BB2824	various	9839225014254	low	individual	0.52	565.87	609.02	17	388	48.32	27.9	9	121	4378.81	268.12	429.66	180.67	84	891.28	93.58	56.18	91.38	77.81	421.92	955.99	443	77.52	51.14	97	231	552
company	4	Online	5	04/11/2025	Smith-Hernandez	use	BB2441	crime	3361328507259	black	market	0.14	709.04	515.11	95	458	67.26	54.59	22	376	3353.28	482.62	400.34	165.49	365	843.16	29.52	50.7	31.15	61.82	127.47	92.15	355	43.38	33.9	18	478	872
oil	1	Retail	1	04/07/2025	Long, Lewis and Kennedy	however	BB7316	career	5265469681572	relationship	sit	0.8	378.78	237.28	83	450	23.98	95.89	9	330	4509.49	442.71	415.27	401.66	445	324.2	21.63	33.07	48.57	52.66	637.08	431.43	378	19.03	10.94	39	146	872
peace	5	Wholesale	10	04/09/2025	Walker PLC	could	BB3555	more	996132730345	learn	better	0.39	623.76	719.57	19	256	96.35	69.35	15	217	2796.02	322.29	226.12	475.23	330	419.15	74.94	13.84	84.75	98.49	706.65	920.05	148	21.71	95.91	68	112	825
group	2	Wholesale	9	04/09/2025	Valdez-Simmons	feel	BB4670	every	6226817151603	college	from	0.74	198.52	72.29	26	311	15.18	84.28	1	321	2219.48	55.38	194.81	13.98	47	524.39	42.12	49.46	21.19	55.72	351.56	537.19	393	47.69	52.35	12	341	467
career	2	Retail	6	04/10/2025	Hunter, Parks and Smith	ready	BB6604	large	4197857585128	language	night	0.46	267.74	973.56	72	322	27.3	14.43	10	442	3284.88	26.02	79.8	54.21	419	777.76	67.31	45.9	90.07	55.83	732.26	398.57	282	87.03	72.11	16	331	481
song	2	Retail	8	04/09/2025	Berg-Miller	account	BB5943	myself	9760740177509	visit	place	0.2	789.34	731.02	73	336	58.67	19.43	2	167	1727.16	86.04	478.04	455.72	110	743.58	88.27	95.58	73.55	80.14	660.67	589.32	328	31.02	55.76	19	122	919
rich	2	Online	11	04/07/2025	King-Rogers	fine	BB0842	finally	5607540915082	single	individual	0.7	252.08	581.83	70	105	32.7	94.03	18	214	1488.63	365.15	236.88	374.39	253	226.68	81.02	29.69	94.25	57.53	268.43	261.36	416	95.35	50.31	92	372	120
energy	2	Online	10	04/07/2025	Miller Inc	card	BB2764	hair	7938970155020	politics	shake	0.44	194.93	182.59	9	83	6.49	25.4	39	240	4038.98	456.23	362.19	114.98	363	896.43	33.36	58.38	56.27	91.58	250.6	157.75	416	67.85	97.24	18	407	374
pull	4	Wholesale	12	04/11/2025	Reyes Ltd	bar	BB5466	age	2416139449883	too	student	0.55	181.53	884.54	34	390	55.87	61.05	44	454	2862.41	256.7	433.18	224.8	351	218.48	74.26	70.79	37.85	51.92	192.81	641.05	202	92.51	80.07	97	405	834
either	1	Retail	1	04/10/2025	Lindsey, Brooks and Kennedy	soon	BB6424	more	962440630622	face	example	0.98	243.92	393.97	11	418	57.69	79.63	21	57	2840.86	179.97	437.19	477.51	447	730.68	89.96	86.89	3.26	15.77	581.42	781.43	374	94.24	75.18	85	13	95
maintain	3	Retail	8	04/11/2025	Tyler, Reid and Davis	down	BB0531	population	4979695867808	gun	grow	0.65	737.57	200.92	79	422	20.44	1.49	27	241	1330.59	346.52	254.93	308.26	59	153.73	5.79	15.94	16.03	21.52	126.9	689.92	359	96.05	41.6	97	339	143
front	1	Retail	10	04/07/2025	Carson-Hernandez	too	BB7382	report	6460917851388	hope	fly	0.12	388.76	113.46	24	22	12.97	72.45	29	70	3892.0	334.24	463.51	382.38	478	256.19	92.62	74.93	22.19	30.07	200.52	386.48	107	54.08	66.37	59	334	898
film	3	Wholesale	2	04/10/2025	Hayes-Mcdonald	clearly	BB9929	he	9660487368263	policy	to	0.76	289.22	109.45	37	12	79.19	68.62	41	269	1562.44	175.21	14.28	335.81	69	158.63	29.38	13.75	84.16	59.55	703.62	373.06	496	35.65	38.67	9	415	760
candidate	1	Retail	12	04/07/2025	Foster and Sons	bring	BB9422	speak	6865369455151	morning	north	0.6	136.92	697.61	64	422	2.69	10.62	30	61	1567.52	103.47	468.23	279.35	277	373.02	31.39	92.48	21.99	3.68	942.1	889.22	399	16.46	14.94	62	477	56
no	4	Retail	6	04/07/2025	Perez-Powell	something	BB7472	window	2640857216964	kid	item	0.16	238.5	499.91	8	86	60.31	7.09	47	370	4855.98	221.3	432.36	20.97	117	138.69	86.14	53.57	94.57	11.6	326.24	953.39	82	82.95	68.76	83	4	228
current	3	Retail	4	04/10/2025	Johnson, Walker and Lynch	most	BB1996	young	593297150966	old	much	0.12	619.98	908.9	52	490	50.14	91.51	41	232	2474.26	447.59	161.05	41.79	227	594.22	78.06	35.46	29.22	84.51	946.31	258.77	431	11.54	83.84	33	237	445
treat	1	Retail	1	04/09/2025	Jefferson and Sons	lot	BB5327	write	3524103977399	life	effort	0.06	127.32	785.76	16	20	21.51	80.8	48	406	2650.29	122.63	230.17	145.32	483	99.08	17.03	52.11	54.89	52.17	814.21	673.49	230	11.63	59.68	93	56	998
style	3	Wholesale	1	04/09/2025	Kaufman PLC	put	BB1952	election	7100687616488	camera	senior	0.08	513.28	414.5	14	127	6.33	71.55	22	41	4875.1	408.37	150.99	485.28	489	282.79	30.72	80.3	18.32	70.7	34.54	569.48	94	35.54	86.08	87	182	458
standard	4	Wholesale	7	04/07/2025	Holland, Ferguson and Johnson	medical	BB0460	himself	6876112491258	itself	realize	0.25	39.39	129.29	1	171	20.7	67.43	50	103	3427.85	86.73	406.83	469.98	473	261.68	44.31	39.97	82.5	8.81	589.3	529.37	426	14.68	85.52	3	17	59
group	3	Online	7	04/08/2025	Durham Group	develop	BB4151	low	7345475749492	also	sort	0.1	965.43	630.57	4	387	7.71	12.53	29	302	2942.61	239.01	457.83	28.3	384	658.55	58.97	54.84	94.21	7.73	717.75	759.71	440	71.04	69.95	74	2	323
challenge	2	Wholesale	12	04/11/2025	Boyd Inc	do	BB5954	food	2947742229468	even	public	0.32	180.4	262.97	78	257	4.75	59.37	42	426	3391.73	253.48	457.16	393.83	271	989.8	64.25	65.15	20.67	59.44	688.3	815.53	196	60.7	75.24	14	211	930
